gene,spearman_r,p_value,n_samples
CIAO3,0.5403,0.01146091866432833,21
ETF1,0.5403,0.01146091866432833,21
MRPL15,0.5403,0.01146091866432833,21
ABCA8,0.5403,0.01146091866432833,21
ASPSCR1,0.5403,0.01146091866432833,21
ADAMTSL1,0.5403,0.01146091866432833,21
CHN1,0.5401,0.011483394495672178,21
COCH,0.54,0.020704204355975052,18
HERC4,0.54,0.011505855879016823,21
STOML1,0.5398,0.014013555304583487,20
NLRX1,0.5398,0.011547751765689814,21
CCDC120,0.5397,0.020782714646741186,18
EFTUD2,0.5395,0.011602775574095656,21
NUP50,0.5391,0.011667598266805844,21
ARSD,0.5391,0.011667598266805844,21
GOLT1B,0.5391,0.011667598266805844,21
DROSHA,0.539,0.011700072360478073,21
ZNF787,0.5387,0.011755788826729952,21
LSM12,0.5387,0.011755788826729952,21
DERL3,0.5387,0.011755788826729952,21
MAP4K2,0.5387,0.011755788826729952,21
EEPD1,0.5385,0.011788454873225555,21
TMEM106A,0.5385,0.07089431754922311,12
PIAS4,0.5385,0.014291770119233613,20
ZBTB37,0.5385,0.05763443347046609,13
APBB1,0.5385,0.011788454873225555,21
NGLY1,0.5385,0.011788454873225555,21
RAB5C,0.5384,0.011811751225862439,21
DEPDC5,0.538,0.011877427008609288,21
MED24,0.538,0.011877427008609288,21
CDK5,0.538,0.011877427008609288,21
MYORG,0.5379,0.02129146920752695,18
SELENOH,0.5378,0.011910327858853606,21
BET1L,0.5378,0.011910327858853606,21
CHMP7,0.5378,0.011910327858853606,21
IGHV3-15,0.5377,0.011943270626361555,21
CHPF,0.5377,0.011943270626361555,21
CD101,0.5377,0.011943270626361555,21
PEX3,0.5375,0.011966992152387602,21
TMEM222,0.5374,0.012000086832131865,21
HGH1,0.5374,0.012000086832131865,21
MRPL24,0.5374,0.012000086832131865,21
RNF170,0.5374,0.012000086832131865,21
VPS36,0.5374,0.012000086832131865,21
PGK1,0.5374,0.012000086832131865,21
PLAUR,0.5372,0.012033223518513278,21
RNF220,0.5372,0.012033223518513278,21
TMEM65,0.5372,0.012033223518513278,21
TMEM189,0.5371,0.01773087366588992,19
ATP2C2,0.5371,0.01773087366588992,19
ABHD5,0.5371,0.012057153706276344,21
LY6D,0.5368,0.01779045190317116,19
DDX27,0.5368,0.01211447228313388,21
GGA1,0.5367,0.012123774613533445,21
SSBP3,0.5364,0.012190563732810203,21
USP45,0.5364,0.08895341813596268,11
C1QA,0.5364,0.012190563732810203,21
GPAM,0.5361,0.012248496689899468,21
OPTN,0.5359,0.012282108143482259,21
TNPO2,0.5359,0.012282108143482259,21
PPFIA1,0.5359,0.012282108143482259,21
SUV39H2,0.5357,0.032463725775116525,16
KLC1,0.5356,0.021973121639608077,18
ERBIN,0.5356,0.012340451176934913,21
ART4,0.5353,0.032615863294021934,16
ROPN1L,0.5353,0.032615863294021934,16
STRN4,0.5352,0.012408109802530485,21
AGAP1,0.5351,0.012442002283791501,21
B3GNT9,0.5351,0.018239096545756575,19
TMEM160,0.5351,0.012442002283791501,21
KIAA1522,0.5351,0.012442002283791501,21
